912	387	205	197
880	295	230	285
864	295	257	280
840	270	255	323
828	225	272	360
842	272	238	314
828	277	259	299
823	233	264	336
832	261	239	326
809	229	280	336
823	253	246	336
806	261	273	315
809	255	262	321
807	254	259	317
798	259	272	314
800	260	261	320
803	265	249	316
803	291	242	308
762	277	274	329
745	225	301	377
758	271	270	338
747	246	287	331
763	287	247	309
722	249	277	333
733	292	262	305
715	287	293	310
714	301	288	330
709	293	292	337
716	287	271	344
713	289	273	334
696	295	303	331
700	284	302	346
709	277	279	354
696	300	298	316
696	293	291	336
690	287	297	342
657	280	302	349
665	274	280	355
643	275	317	346
641	278	314	332
641	238	309	353
635	282	313	331
626	241	323	353
615	230	339	370
613	217	336	387
621	234	311	362
613	273	321	337
600	258	340	360
599	266	334	351
591	250	344	375
589	238	341	393
582	230	347	401
585	222	333	408
542	238	350	370
596	295	310	310
552	277	340	340
540	258	372	372
536	253	373	373
547	248	409	375
560	204	374	393
561	284	363	307
564	266	366	335
571	254	359	351
570	284	357	285
591	329	365	256
603	301	335	307
566	290	351	322
583	286	368	337
553	310	362	282
555	288	366	321
547	308	375	275
547	281	368	322
539	237	377	345
539	270	370	289
543	254	358	329
538	242	376	344
557	274	394	288
566	280	369	270
558	240	377	346
562	236	362	362
541	239	397	364
545	243	381	416
509	254	378	319
504	250	380	380
499	228	382	416
486	233	400	400
488	237	321	402
465	290	360	288
395	304	384	323
392	320	386	283
400	355	361	265
409	334	339	248
356	310	389	291
363	317	368	270
346	322	345	253
354	368	323	237
361	349	303	222
368	327	284	260
371	295	273	273
344	304	274	299
336	335	287	230
359	344	281	206
365	313	263	263
398	265	288	264
388	262	302	277
408	239	317	317
438	209	318	318
469	164	319	348
492	134	267	402
487	134	329	395
518	100	322	395
564	99	286	390
570	108	268	366
603	77	251	419
624	107	260	355
630	142	244	333
665	149	229	312
693	147	214	358
710	115	222	371
704	130	230	385
723	120	239	399
743	148	248	338
792	208	193	317
788	156	198	331
821	194	171	343
828	222	195	325
823	192	202	337
839	212	209	349
857	259	217	296
883	214	203	339
917	285	176	288
913	257	180	301
927	274	187	312
959	295	162	265
955	330	166	227
958	312	156	260
933	329	202	220
966	322	169	231
950	344	198	216
964	337	166	227
955	351	213	195
978	344	163	204
977	405	200	147
982	369	187	215
947	347	220	220
964	364	220	220
961	351	221	241
934	343	232	253
926	375	243	194
927	361	238	218
929	354	229	229
907	351	229	229
904	339	230	251
896	330	241	263
895	333	239	253
894	338	235	247
868	333	242	264
865	383	242	203
863	371	242	222
854	363	254	233
853	344	252	267
846	344	260	260
843	341	261	261
848	364	248	209
851	357	236	229
855	396	233	186
855	387	228	209
848	380	239	219
860	373	251	230
863	365	241	241
860	362	242	242
857	405	243	194
862	391	238	218
855	403	250	229
847	395	262	240
855	387	251	251
852	409	252	202
852	414	247	226
855	406	238	238
841	427	260	191
829	436	244	179
839	458	263	167
848	416	250	211
856	374	230	251
872	377	193	242
858	392	217	217
855	430	218	174
856	417	213	195
858	394	205	205
856	413	206	206
854	401	206	225
887	386	173	216
875	412	194	194
890	400	195	213
904	420	164	205
892	405	184	200
902	424	193	193
900	413	193	211
911	423	203	221
904	416	212	232
897	418	223	223
917	406	179	244
904	430	209	228
902	422	219	239
895	414	230	251
887	422	241	241
884	464	242	193
884	440	237	237
852	461	259	190
868	442	223	223
865	439	224	224
852	437	245	224
854	429	235	235
832	426	236	236
834	417	237	259
822	421	257	249
797	421	259	254
792	443	263	206
794	417	255	255
779	403	279	279
776	387	280	305
773	376	279	320
773	383	286	300
779	383	280	294
779	383	274	288
786	383	266	282
777	361	281	275
799	320	279	305
798	324	277	293
797	325	272	286
790	341	280	249
793	331	271	265
785	327	293	269
800	345	268	225
797	332	269	247
811	355	282	207
807	356	285	243
803	350	288	249
806	345	275	254
802	336	289	265
801	351	303	278
829	341	292	292
809	364	279	293
814	327	313	313
815	357	251	314
814	423	307	225
821	366	288	288
794	340	289	347
818	417	254	254
804	446	278	204
791	450	300	191
802	424	274	241
796	418	281	258
