178	501	252	217
215	442	245	277
246	420	262	298
263	397	271	319
288	417	267	302
277	434	265	285
322	407	257	312
364	429	257	290
356	396	248	323
409	418	227	301
392	419	237	300
443	443	214	276
459	407	221	312
485	413	210	306
500	385	230	334
491	371	223	337
514	378	220	341
554	404	183	315
585	420	193	299
574	432	193	287
602	441	174	278
618	450	177	269
636	428	175	291
673	455	168	264
693	436	169	283
695	452	146	267
714	473	147	246
715	460	127	255
745	484	121	235
735	467	126	252
753	491	119	228
762	471	132	248
748	466	145	242
776	480	125	239
773	475	116	232
758	479	132	240
771	472	133	238
770	489	119	230
776	486	133	222
778	498	115	221
787	480	128	239
784	474	117	234
780	478	111	241
773	468	109	247
786	473	110	220
772	479	125	239
782	475	138	231
783	463	120	240
779	462	113	227
764	465	129	252
786	462	121	242
781	461	114	229
771	469	121	244
754	454	138	259
766	449	152	253
767	435	131	263
763	460	124	249
758	459	118	236
743	458	134	223
769	446	116	232
764	454	109	247
757	441	110	258
748	436	113	254
740	442	113	227
736	464	107	215
751	462	102	204
747	447	96	221
734	462	109	220
719	448	124	234
738	443	114	228
728	427	120	248
716	452	129	231
728	444	138	231
729	431	120	240
725	454	113	227
721	435	107	252
724	424	132	259
720	421	124	248
716	420	117	235
711	443	111	222
707	428	105	237
722	456	106	212
719	443	100	225
706	434	112	230
690	434	129	215
715	446	111	223
705	432	118	238
694	431	125	225
686	447	125	225
695	424	134	257
679	419	149	249
673	406	144	258
696	425	129	258
679	424	146	244
668	411	152	253
690	397	146	263
689	413	131	262
684	438	124	248
680	437	117	235
699	422	111	251
691	428	112	224
699	413	127	239
697	430	116	233
692	428	110	221
704	434	116	240
699	435	112	224
718	434	106	212
714	440	100	230
696	433	122	229
718	428	112	224
714	434	106	243
706	428	107	242
721	420	108	243
714	449	108	217
732	430	102	241
723	423	105	241
716	429	106	213
723	424	121	253
730	426	140	234
738	413	109	243
736	426	98	250
748	439	105	210
749	445	89	228
734	443	106	219
751	465	102	205
748	451	97	218
741	457	97	195
764	452	92	231
749	449	109	224
744	449	104	209
762	455	99	227
744	447	120	230
741	443	111	223
762	464	95	211
746	439	114	249
763	443	113	226
759	442	107	214
777	450	101	228
770	442	101	229
763	448	102	204
777	452	97	218
770	458	97	195
784	463	110	211
781	447	102	230
774	452	102	205
788	459	97	219
781	440	98	245
794	452	103	207
795	437	88	225
786	432	94	221
778	455	96	218
779	444	116	228
781	441	98	218
796	464	98	196
792	440	93	233
783	472	98	197
790	455	111	218
786	439	104	235
779	467	105	210
788	466	111	199
787	460	99	199
801	458	94	189
797	461	89	204
801	467	108	181
802	465	94	211
786	454	113	221
772	452	127	212
797	441	109	219
771	462	104	208
785	448	118	221
783	444	108	216
769	442	123	205
760	454	127	213
722	443	140	221
748	445	141	201
755	440	113	195
745	453	119	199
714	442	123	206
725	431	128	214
706	443	150	222
700	442	147	209
695	438	140	200
663	429	143	203
691	409	137	228
671	422	160	237
692	421	156	223
661	410	150	227
670	430	167	223
668	422	155	221
653	419	168	211
643	408	171	215
643	425	154	219
638	422	148	210
649	401	160	236
648	392	145	236
638	401	148	248
667	407	128	219
644	396	112	225
662	425	106	193
631	419	115	192
644	409	119	199
645	417	103	206
635	416	108	195
625	410	117	195
637	400	121	202
639	419	105	210
625	418	119	199
616	408	123	206
618	407	145	193
639	408	134	224
616	407	116	211
623	400	133	210
615	385	134	224
629	384	139	211
640	411	103	208
636	411	98	196
643	410	111	186
644	420	96	193
660	419	91	183
648	418	103	173
649	409	89	179
668	424	76	170
647	417	76	174
648	412	92	174
670	426	85	170
667	425	80	161
664	424	76	152
662	405	98	181
651	420	107	179
643	410	111	185
645	400	130	192
662	383	127	212
692	397	99	169
679	423	61	157
685	419	66	154
679	416	67	152
694	420	68	136
695	431	56	129
708	410	57	129
693	415	45	145
687	416	49	159
695	417	59	148
692	415	56	143
686	407	60	151
699	417	64	160
712	425	67	135
697	408	50	161
695	424	72	121
696	401	63	158
708	406	66	167
701	399	70	141
716	396	60	168
732	384	60	154
721	403	46	146
730	405	49	135
727	408	48	137
734	402	43	109
720	420	36	134
722	416	46	136
726	387	53	164
739	381	55	169
750	416	58	129
726	379	51	146
738	398	52	133
747	414	50	119
757	391	46	127
732	398	46	135
736	396	53	155
741	393	60	152
772	386	56	158
755	381	45	159
751	387	44	173
755	396	53	148
759	398	59	136
772	388	60	147
770	394	55	126
769	394	50	140
762	400	56	141
775	399	59	134
777	384	47	157
768	403	58	132
781	403	58	147
778	410	56	124
791	410	56	140
782	402	66	148
790	406	66	133
804	397	56	141
798	400	60	150
805	398	63	146
801	406	64	148
796	410	65	131
811	415	62	139
810	418	56	124
823	407	56	140
824	406	45	133
836	419	45	130
830	416	51	129
847	434	43	110
852	425	46	121
849	432	45	100
848	430	40	118
858	435	42	122
864	438	43	109
870	446	46	103
869	434	41	122
873	448	47	107
882	444	43	110
890	445	41	121
892	465	42	95
