234	267	303	90
272	302	265	94
254	313	286	91
297	304	259	92
278	309	280	101
294	307	270	89
304	299	269	88
308	301	279	103
303	295	272	98
320	314	278	80
316	283	270	97
324	296	293	93
349	286	265	94
353	290	275	106
345	285	274	98
362	297	279	95
347	282	294	109
353	296	304	103
345	279	301	119
356	247	304	108
353	277	291	115
351	273	318	105
354	303	292	90
370	310	282	96
371	286	263	95
377	290	269	106
357	278	293	113
349	201	291	103
365	301	279	85
375	303	279	100
376	273	260	96
378	288	275	103
355	264	304	135
335	306	324	99
368	277	279	103
392	270	273	100
371	256	265	111
377	261	275	84
386	289	275	96
367	275	297	109
373	269	306	103
375	202	285	78
394	285	283	85
386	270	283	101
402	232	272	110
390	257	278	102
404	251	271	97
393	255	276	109
390	251	305	100
412	253	281	117
394	250	291	105
379	237	304	114
394	166	298	88
397	241	275	108
417	256	276	99
414	227	265	107
395	245	287	113
385	240	288	103
400	257	300	91
409	223	265	95
413	226	276	127
392	192	301	122
379	221	307	110
407	222	294	90
404	239	284	94
435	269	262	94
416	257	284	102
412	250	274	137
371	148	337	85
416	262	287	94
427	245	286	110
419	240	285	102
445	242	274	80
418	267	269	100
430	276	285	80
428	259	274	99
442	252	286	97
431	244	290	134
408	137	316	86
437	260	299	104
424	244	307	118
415	139	306	75
458	257	274	102
436	245	302	109
457	246	303	89
452	227	297	110
446	127	290	71
457	264	286	91
470	266	281	70
465	258	275	92
462	255	302	90
455	195	299	107
452	219	287	103
468	119	275	75
446	265	305	91
457	75	304	73
443	263	317	100
430	253	324	103
437	149	333	68
438	254	316	98
464	262	305	83
476	258	302	90
469	188	299	81
463	253	331	89
483	233	311	112
488	170	325	88
457	261	321	83
554	76	298	64
485	275	326	111
485	259	305	124
493	219	338	126
509	288	332	83
504	307	324	66
498	285	321	95
513	309	333	69
530	297	318	60
498	283	327	90
515	264	336	112
485	238	337	260
894	244	297	396
537	159	344	195
545	220	379	231
616	284	237	237
532	259	318	318
523	249	376	213
568	228	284	227
856	217	204	340
519	196	352	171
833	214	247	329
550	185	382	162
747	203	249	386
526	148	356	249
579	240	399	299
648	272	225	277
581	273	334	250
549	226	369	232
622	230	294	294
594	202	236	236
647	190	237	316
574	197	274	274
474	214	368	275
537	248	319	284
530	197	302	269
573	219	286	327
503	170	307	307
521	239	308	308
505	200	309	200
523	195	333	333
480	235	217	335
518	207	361	175
527	216	403	337
396	181	370	296
354	221	575	295
241	183	640	331
337	244	616	265
295	180	542	271
329	234	613	256
293	209	531	265
326	243	601	244
351	221	513	249
411	245	479	287
219	221	372	297
426	259	423	189
452	242	439	324
251	221	433	252
440	240	442	295
342	224	484	290
357	304	501	300
371	252	520	253
318	287	485	147
361	270	465	153
400	287	482	153
382	272	491	156
405	287	480	159
381	316	500	136
382	288	418	165
402	322	475	129
401	323	451	157
406	299	414	179
412	333	436	143
381	275	401	184
395	336	472	128
421	305	394	165
373	354	465	130
396	328	393	155
408	352	482	138
435	322	401	173
429	311	477	167
408	354	490	149
460	311	420	155
470	355	461	129
493	300	390	164
516	351	405	124
520	326	426	150
500	337	439	160
530	320	412	168
475	344	421	152
552	335	393	145
578	317	371	155
523	329	455	160
602	278	362	182
594	326	411	147
618	305	394	165
603	301	397	146
596	282	470	161
593	261	369	174
590	335	406	119
615	280	383	143
532	288	458	157
585	285	416	135
575	272	413	136
563	297	412	116
569	281	427	126
535	301	404	114
568	258	391	136
510	287	417	133
588	240	366	135
582	280	356	109
572	266	357	117
585	262	355	150
551	278	401	146
644	272	324	135
627	286	336	132
625	294	367	142
697	273	305	115
685	299	274	108
682	306	300	115
674	322	298	107
693	310	326	113
689	323	257	111
684	321	329	97
679	324	286	113
715	328	279	88
687	329	273	105
713	330	263	86
720	332	234	101
722	330	267	88
699	332	267	103
730	352	265	84
741	321	239	88
743	335	252	94
715	348	247	88
774	342	198	84
744	326	208	104
758	354	215	84
754	350	209	77
750	354	204	86
742	348	206	84
765	342	176	83
774	350	189	81
762	363	199	71
788	362	191	60
824	363	144	72
823	371	137	68
825	366	155	65
843	377	156	67
847	375	138	61
844	381	167	61
854	376	135	60
855	379	144	66
858	374	152	65
851	365	155	73
859	381	166	67
851	374	170	71
876	393	147	58
857	397	148	62
860	391	154	64
847	397	159	64
854	413	136	58
846	417	163	60
822	421	172	64
843	424	169	62
834	424	164	67
841	428	163	70
834	435	167	70
880	433	124	64
872	437	130	65
887	428	124	74
874	433	140	77
895	428	123	76
897	426	130	71
893	435	129	64
926	423	105	61
934	429	107	59
931	414	107	64
944	418	111	66
952	400	115	69
951	415	138	60
965	407	122	67
971	403	121	66
967	417	120	60
1003	396	100	68
984	413	129	55
997	415	113	62
1027	408	84	67
1013	400	101	76
1001	408	136	70
985	413	131	72
980	405	130	78
966	422	148	68
968	411	134	80
954	419	152	76
952	413	144	79
945	420	172	78
930	406	156	93
921	403	161	88
899	414	160	80
891	392	141	91
886	413	166	76
872	389	150	90
863	402	156	78
848	396	138	74
830	391	135	74
811	397	134	73
823	393	133	73
792	385	117	79
775	391	141	77
754	390	120	70
729	402	134	67
714	396	127	69
715	411	137	63
700	400	110	75
676	416	132	66
665	434	126	63
649	444	130	65
652	457	135	62
654	446	123	73
647	465	127	60
662	471	117	58
670	463	111	66
664	457	116	69
667	467	120	60
666	459	114	68
674	459	118	59
688	453	112	61
698	452	111	55
706	436	106	63
714	435	110	55
717	438	113	57
741	416	95	54
749	400	96	57
756	384	100	59
763	371	103	62
766	369	107	59
763	377	107	53
775	362	101	60
784	349	92	62
790	338	90	61
797	327	94	59
802	316	93	60
803	320	100	60
812	308	92	62
822	297	89	60
822	294	99	59
831	289	90	61
830	275	85	67
826	283	101	60
828	266	90	70
828	265	99	64
815	261	94	64
806	258	104	62
800	253	108	64
810	257	99	67
809	248	93	72
794	247	110	66
804	251	101	68
787	244	111	75
813	240	92	73
806	249	97	66
812	240	95	71
810	239	110	66
806	233	109	68
821	224	99	78
816	224	101	70
823	221	97	67
809	223	101	72
822	217	86	77
801	210	93	82
786	221	88	70
766	218	105	70
774	214	98	69
756	217	110	83
742	226	110	77
755	238	74	74
754	242	85	85
741	252	85	85
746	247	86	86
733	263	86	86
738	278	87	77
736	294	82	82
732	303	83	83
737	313	83	83
732	318	84	84
742	323	84	84
738	328	85	85
757	333	76	85
751	330	81	83
754	335	94	82
753	333	88	78
760	320	83	95
752	323	90	80
765	308	75	85
757	306	80	80
744	302	81	81
759	292	81	93
746	290	70	87
746	285	78	90
731	277	84	96
718	286	121	90
710	296	105	84
746	291	75	84
719	303	106	80
721	311	92	74
730	322	66	83
725	328	85	87
720	339	87	87
720	335	77	87
722	356	66	83
707	364	85	85
697	378	97	76
702	388	77	77
716	397	68	77
707	389	65	86
726	398	60	86
724	398	57	96
748	408	55	86
747	390	50	92
760	380	54	91
753	388	47	83
771	383	50	84
776	369	48	87
787	366	43	87
799	372	41	82
798	367	37	85
801	368	37	90
789	378	37	78
