197	216	106	39
171	210	129	36
166	193	117	35
153	177	117	37
137	167	118	39
108	160	109	42
84	162	104	39
69	168	114	36
62	176	115	37
64	181	111	34
71	186	110	35
87	194	106	33
97	203	108	35
102	227	99	32
107	243	102	30
118	250	105	35
124	257	104	31
125	262	102	29
135	262	102	30
139	254	104	33
145	247	105	32
152	240	103	33
155	235	100	33
151	234	98	31
147	235	95	30
142	234	95	30
133	239	97	31
127	240	98	28
122	244	95	28
116	242	97	30
118	243	92	28
127	247	91	29
138	242	88	32
149	238	89	31
149	236	90	30
149	231	89	33
148	228	87	31
147	221	89	30
150	214	92	32
156	213	88	29
157	211	87	30
158	215	86	28
151	215	89	28
152	222	86	31
147	223	84	29
147	228	84	28
160	228	81	28
163	233	86	27
165	233	83	28
175	237	80	28
186	234	80	30
186	234	79	29
185	231	82	32
189	231	82	29
191	227	79	29
192	227	78	28
191	225	81	28
190	225	82	28
189	225	78	28
183	225	76	28
179	225	77	29
174	229	76	29
169	229	73	30
164	238	72	29
159	239	73	28
153	242	72	30
157	242	72	29
168	242	71	29
186	235	69	30
204	225	70	28
213	215	71	29
217	210	71	29
215	205	70	28
215	201	72	30
215	198	72	31
208	199	63	29
193	199	66	30
194	199	65	30
193	197	66	32
193	202	68	31
192	204	63	33
189	206	62	31
184	210	62	30
183	210	63	30
177	211	64	35
174	211	64	35
175	210	60	38
177	213	58	33
171	212	59	35
170	211	58	37
164	204	62	37
166	193	59	38
169	185	60	38
169	178	61	39
170	175	59	37
169	170	60	37
169	166	57	38
167	165	56	37
164	165	55	37
160	162	54	40
153	163	55	37
148	162	53	41
142	167	53	39
138	164	52	41
132	164	53	41
135	164	55	41
146	165	50	41
152	167	52	44
162	172	55	42
182	176	48	41
194	175	49	44
202	177	48	45
207	178	47	44
212	182	47	44
216	183	47	44
220	181	47	42
221	178	46	44
222	178	45	44
221	178	47	45
222	175	45	43
217	175	44	44
217	173	45	44
213	176	43	44
210	176	44	44
204	176	44	44
201	176	45	45
201	176	45	45
203	180	40	44
197	185	42	42
197	182	44	44
202	179	44	44
201	176	42	45
202	175	39	44
198	167	40	42
196	160	43	43
193	154	41	43
194	149	41	44
201	143	41	46
211	140	41	46
219	137	39	47
220	136	38	46
221	135	37	48
